Unnamed: 0,instance_name,source,num_books,num_libraries,num_days,average_book_score,variance_book_score,books_per_library_avg,signup_time_avg,shippings_per_library_avg,book_duplications_per_library_avg
2,c_incunabula_678c3615_0003,synthetic-google-hashcode,77355,17839,53137,501.49,17438.35,29.99,796.13,49511.38,12.77
3,c_incunabula_3f1b1dd4_0004,synthetic-google-hashcode,54994,10152,68900,259.49,14565.96,22.97,865.49,87548.45,3.89
4,c_incunabula_a728049e_0005,synthetic-google-hashcode,77358,10000,55397,8.75,29879.09,1.98,506.08,61530.7,11.69
5,c_incunabula_ea3c4eb3_0006,synthetic-google-hashcode,100000,10000,16834,63.65,47620.43,22.25,87.6,49511.38,9.24
6,c_incunabula_22edcf58_0007,synthetic-google-hashcode,7499,1510,98326,355.08,10412.32,28.27,506.08,49511.38,12.06
7,c_incunabula_71199615_0008,synthetic-google-hashcode,51231,10000,100000,203.96,29879.09,15.6,320.12,97957.96,11.69
8,c_incunabula_180e3947_0009,synthetic-google-hashcode,28775,10000,100000,300.76,5409.31,13.5,612.56,79039.68,4.63
9,c_incunabula_a0ca75eb_0010,synthetic-google-hashcode,95573,3624,47383,274.84,10005.28,3.65,765.22,53495.16,20.55
10,c_incunabula_74897333_0011,synthetic-google-hashcode,4678,9037,67365,300.76,29879.09,15.03,506.08,78286.9,11.82
11,c_incunabula_89a1c31c_0012,synthetic-google-hashcode,78543,2594,100000,48.16,37733.47,15.03,620.12,533.15,21.12
12,c_incunabula_b110f45d_0013,synthetic-google-hashcode,92630,2450,38289,482.98,29879.09,7.54,228.51,79838.6,11.69
13,c_incunabula_32c8f33f_0014,synthetic-google-hashcode,57493,10588,26323,409.91,29879.09,20.14,506.08,17223.9,17.21
14,c_incunabula_1feadf22_0015,synthetic-google-hashcode,78091,10000,36369,537.38,29879.09,8.7,731.45,65533.58,3.35
15,c_incunabula_60c96edc_0016,synthetic-google-hashcode,51519,10144,100000,300.81,53650.49,8.33,852.27,49511.38,22.01
16,c_incunabula_7b284163_0017,synthetic-google-hashcode,58536,16819,52054,105.63,4084.56,2.96,409.41,32929.31,11.69
17,c_incunabula_417a1b87_0018,synthetic-google-hashcode,89902,15680,6898,218.85,29879.09,15.03,506.08,24099.97,11.69
18,c_incunabula_3be10892_0019,synthetic-google-hashcode,74428,10244,67788,408.24,29556.98,13.34,606.24,91523.92,22.58
19,c_incunabula_9f5aaddb_0020,synthetic-google-hashcode,52408,6897,100000,131.84,237.67,3.72,279.56,67015.19,11.69
0,c_incunabula_42d55777_0001,synthetic-google-hashcode,96729,11087,87819,292.87,29879.09,16.46,506.08,56283.51,10.31
1,c_incunabula_e7d54fe3_0002,synthetic-google-hashcode,98540,8652,87416,300.76,34778.38,15.88,431.48,44780.29,10.38
2,c_incunabula_347a199f_0003,synthetic-google-hashcode,88504,10000,100000,300.76,35673.4,16.29,575.38,51070.53,13.3
3,c_incunabula_c0d6245d_0004,synthetic-google-hashcode,99820,9949,91592,323.95,24377.72,14.75,506.08,53568.15,10.8
4,c_incunabula_e00f6175_0005,synthetic-google-hashcode,86117,10022,89140,252.65,35849.84,15.03,573.24,58286.22,11.69
5,c_incunabula_5f40ad9e_0006,synthetic-google-hashcode,98419,11199,99121,251.65,26710.39,17.14,525.23,59297.69,11.69
6,c_incunabula_6f0e2a31_0007,synthetic-google-hashcode,81261,8751,94024,300.76,31271.62,17.94,420.19,55190.67,12.98
7,c_incunabula_fcf89930_0008,synthetic-google-hashcode,90368,9933,86512,345.09,26732.66,17.74,506.08,52583.39,11.46
8,c_incunabula_bbe7daea_0009,synthetic-google-hashcode,88718,8102,100000,263.31,24887.79,15.03,603.15,54031.24,11.74
9,c_incunabula_02f37226_0010,synthetic-google-hashcode,85157,11450,98972,300.76,25725.52,15.03,587.79,44253.88,11.69
10,c_incunabula_20828d60_0011,synthetic-google-hashcode,87043,8535,100000,300.76,28099.79,12.73,473.13,58887.22,11.69
11,c_incunabula_ae948236_0012,synthetic-google-hashcode,100000,9142,100000,278.29,24885.78,15.0,553.13,42814.21,12.76
12,c_incunabula_70252422_0013,synthetic-google-hashcode,93588,11255,88998,284.31,27095.72,17.98,565.72,45845.04,11.69
13,c_incunabula_0608f4c6_0014,synthetic-google-hashcode,84129,9107,100000,256.59,32281.16,17.92,474.29,51812.83,9.72
14,c_incunabula_dab90bd1_0015,synthetic-google-hashcode,83902,8478,97019,312.95,24487.77,12.86,466.74,49511.38,12.31
15,c_incunabula_8f95c012_0016,synthetic-google-hashcode,96277,9496,86845,265.76,29879.09,12.73,573.12,49511.38,11.79
16,c_incunabula_f02467d9_0017,synthetic-google-hashcode,83243,11980,84075,272.63,31236.87,17.03,468.24,49676.93,13.36
17,c_incunabula_32b2177e_0018,synthetic-google-hashcode,81024,10000,98663,278.46,30645.13,15.03,486.06,49506.15,11.69
18,c_incunabula_05f9590c_0019,synthetic-google-hashcode,100000,11798,100000,303.7,30925.65,12.45,606.42,49511.38,11.69
19,c_incunabula_fa0cc115_0020,synthetic-google-hashcode,99793,9154,100000,310.51,29879.09,13.96,439.73,49511.38,11.04
0,c_incunabula_97953b5b_0001,synthetic-google-hashcode,79729,7249,93303,321.48,31336.2,13.35,565.64,36753.5,15.14
1,c_incunabula_0035fd3e_0002,synthetic-google-hashcode,77050,12974,78856,344.75,33960.89,19.38,506.08,50699.92,10.14
2,c_incunabula_34a33c8b_0003,synthetic-google-hashcode,98913,8801,80000,390.39,37745.59,19.24,599.28,56944.29,14.67
3,c_incunabula_c0bfc98d_0004,synthetic-google-hashcode,78959,12795,100000,298.6,29879.09,16.68,404.57,63256.19,11.69
4,c_incunabula_1d6cac0b_0005,synthetic-google-hashcode,100000,10478,93124,332.88,24586.86,15.94,385.04,54706.74,12.29
5,c_incunabula_35433ad4_0006,synthetic-google-hashcode,92746,12339,87100,221.54,21701.05,15.01,365.96,53158.02,8.32
6,c_incunabula_2e0c525c_0007,synthetic-google-hashcode,90912,10000,100000,300.76,32112.04,13.39,444.22,40919.48,8.88
7,c_incunabula_af2e72d4_0008,synthetic-google-hashcode,100000,7291,100000,300.76,37123.47,15.03,506.08,61750.33,13.15
8,c_incunabula_8f14a6ae_0009,synthetic-google-hashcode,89146,10305,78124,358.4,29879.09,15.03,525.62,50282.14,9.85
9,c_incunabula_9ded6cad_0010,synthetic-google-hashcode,76373,7297,76907,381.93,26318.5,13.73,587.59,49459.27,10.08
10,c_incunabula_b655f7e4_0011,synthetic-google-hashcode,99849,10000,95802,316.6,22565.32,14.97,506.08,56860.63,9.39
11,c_incunabula_a7977ea9_0012,synthetic-google-hashcode,87702,8444,97479,263.98,29879.09,17.44,648.02,49511.38,9.86
12,c_incunabula_a105b261_0013,synthetic-google-hashcode,100000,10000,99915,308.47,33543.08,16.64,648.2,60448.43,11.23
13,c_incunabula_f65fb1b2_0014,synthetic-google-hashcode,70276,10000,100000,369.39,38745.73,11.96,617.3,56590.21,15.05
14,c_incunabula_3b5bd41c_0015,synthetic-google-hashcode,100000,12646,100000,362.94,29879.09,15.03,639.45,49511.38,13.05
15,c_incunabula_9142c733_0016,synthetic-google-hashcode,70149,8515,83434,214.28,27917.14,10.52,479.14,42839.72,14.1
16,c_incunabula_5d21845a_0017,synthetic-google-hashcode,85472,11796,83053,360.43,37348.99,15.03,573.68,47036.17,14.03
17,c_incunabula_863af4f7_0018,synthetic-google-hashcode,82708,10000,92398,300.76,35787.3,11.68,547.53,48282.31,12.24
18,c_incunabula_7fa711ea_0019,synthetic-google-hashcode,100000,7659,85918,325.65,26103.65,12.03,445.96,54172.07,11.69
19,c_incunabula_d7664373_0020,synthetic-google-hashcode,93793,10000,100000,282.06,25292.37,12.92,513.12,54285.42,12.71
0,c_incunabula_c767482d_0001,synthetic-google-hashcode,78126,9286,100000,233.18,30049.51,16.75,669.33,56060.15,11.15
1,c_incunabula_c7a3fd08_0002,synthetic-google-hashcode,63823,10002,100000,300.76,29879.09,12.74,366.82,36344.45,8.7
2,c_incunabula_c9ac0412_0003,synthetic-google-hashcode,93835,10385,76977,230.64,29879.09,9.17,566.09,62098.6,8.01
3,c_incunabula_2f44ceb9_0004,synthetic-google-hashcode,90147,10000,71758,349.84,40147.38,14.33,455.88,49511.38,10.86
4,c_incunabula_058b24b9_0005,synthetic-google-hashcode,100000,10236,100000,364.14,29350.08,15.03,607.3,68670.17,7.21
5,c_incunabula_583f5ed5_0006,synthetic-google-hashcode,63566,9050,79753,294.37,41468.35,16.04,706.02,54116.22,12.21
6,c_incunabula_0d595788_0007,synthetic-google-hashcode,95433,13638,78674,354.14,22131.84,10.67,385.74,43410.82,10.22
7,c_incunabula_04e03307_0008,synthetic-google-hashcode,75797,9901,95808,389.03,39834.22,15.03,513.26,64804.41,11.69
8,c_incunabula_28eec01f_0009,synthetic-google-hashcode,86267,10970,76756,300.76,19638.62,15.67,669.08,58326.35,10.7
9,c_incunabula_5786e2c3_0010,synthetic-google-hashcode,100000,10000,67406,304.76,31693.37,9.56,644.66,59912.2,11.68
10,c_incunabula_b699cd09_0011,synthetic-google-hashcode,93355,13309,80169,343.62,26999.12,9.15,628.72,52719.4,11.69
11,c_incunabula_eda11b03_0012,synthetic-google-hashcode,68763,9063,71544,199.44,36226.01,15.03,345.34,45822.75,11.66
12,c_incunabula_2788fca2_0013,synthetic-google-hashcode,100000,6627,98993,257.83,30303.89,12.67,506.08,54512.12,9.78
13,c_incunabula_1e420c83_0014,synthetic-google-hashcode,97887,10000,71558,404.43,18967.9,15.03,411.61,63690.72,11.54
14,c_incunabula_4ac2632e_0015,synthetic-google-hashcode,85016,9579,100000,309.45,30576.39,12.15,610.65,49511.38,8.83
15,c_incunabula_5b27c774_0016,synthetic-google-hashcode,100000,6196,62101,271.12,30394.55,13.56,395.94,49511.38,11.69
16,c_incunabula_75fe9f3d_0017,synthetic-google-hashcode,80419,10000,100000,300.76,35588.32,10.22,506.08,64944.57,11.69
17,c_incunabula_d2a3f9e2_0018,synthetic-google-hashcode,75486,6473,100000,282.47,22602.09,9.25,470.79,47529.07,7.25
18,c_incunabula_cf6deb71_0019,synthetic-google-hashcode,100000,12489,76399,311.61,29879.09,10.68,506.08,39122.13,13.42
19,c_incunabula_660d912f_0020,synthetic-google-hashcode,79295,10000,76210,381.75,36215.06,19.08,538.99,52178.6,11.69
0,c_incunabula_7a2220d9_0001,synthetic-google-hashcode,100000,8202,100000,234.37,42987.91,14.29,316.71,29021.27,13.6
1,c_incunabula_69196b3c_0002,synthetic-google-hashcode,51387,9837,53301,439.26,21958.8,15.03,470.68,67810.66,12.58
2,c_incunabula_fb681249_0003,synthetic-google-hashcode,66885,11711,91306,292.07,35581.38,17.57,506.08,65345.6,15.82
3,c_incunabula_0419c745_0004,synthetic-google-hashcode,100000,8438,100000,347.44,26647.61,15.03,449.68,70365.97,11.69
4,c_incunabula_b7239c35_0005,synthetic-google-hashcode,67699,10000,77625,275.93,29879.09,18.93,506.08,49511.38,6.91
5,c_incunabula_dd090f72_0006,synthetic-google-hashcode,77226,11797,80304,300.76,24155.3,12.19,724.35,26776.67,7.59
6,c_incunabula_2e5e7fc1_0007,synthetic-google-hashcode,97680,11029,63025,245.14,31565.09,15.03,506.08,55171.21,14.14
7,c_incunabula_d4e24ec3_0008,synthetic-google-hashcode,95598,13387,99435,300.76,24519.49,21.56,506.08,56620.86,7.17
8,c_incunabula_c79608cb_0009,synthetic-google-hashcode,92597,10000,73971,162.73,40099.0,7.55,556.76,43015.36,16.3
9,c_incunabula_3771fe66_0010,synthetic-google-hashcode,62563,14437,83990,300.76,29879.09,15.03,506.08,49511.38,16.48
10,c_incunabula_47cba839_0011,synthetic-google-hashcode,67364,7939,97330,362.82,39380.9,15.03,506.08,44892.74,13.68
11,c_incunabula_88bc8592_0012,synthetic-google-hashcode,53563,6553,52985,241.46,29879.09,11.54,298.89,62404.1,11.57
12,c_incunabula_412367be_0013,synthetic-google-hashcode,56995,10000,91609,300.76,37157.24,21.61,506.08,58099.94,11.69
13,c_incunabula_79ff9059_0014,synthetic-google-hashcode,66676,8770,100000,227.14,41114.43,16.99,612.2,42080.96,11.69
14,c_incunabula_475c897d_0015,synthetic-google-hashcode,52182,10000,75056,406.66,31121.55,15.03,703.05,37400.91,14.06
15,c_incunabula_88b4b802_0016,synthetic-google-hashcode,91446,7235,75250,300.76,19663.39,15.16,594.95,50296.53,17.3
16,c_incunabula_0d3fddca_0017,synthetic-google-hashcode,59537,5968,97092,298.02,22740.01,20.32,458.73,58870.87,16.91
17,c_incunabula_9a2f4e13_0018,synthetic-google-hashcode,52715,13526,87278,300.76,32159.96,12.53,421.77,49511.38,7.67
18,c_incunabula_cd903018_0019,synthetic-google-hashcode,57697,7582,60417,203.6,20435.78,18.16,506.08,41973.32,10.39
19,c_incunabula_1a93911c_0020,synthetic-google-hashcode,67554,7031,82121,365.84,33637.19,14.4,560.45,49646.39,8.31
0,c_incunabula_e920f218_0001,synthetic-google-hashcode,58380,9224,54940,202.31,32915.04,15.18,796.94,37544.79,13.76
1,c_incunabula_b7bd88a0_0002,synthetic-google-hashcode,82594,8913,100000,252.49,27899.92,18.23,559.96,46991.85,16.63
2,c_incunabula_cf7d71ea_0003,synthetic-google-hashcode,80274,5646,75362,142.58,38451.74,14.65,506.08,27254.11,10.53
3,c_incunabula_1685d224_0004,synthetic-google-hashcode,65172,4213,100000,273.76,34589.35,24.01,483.45,21558.18,8.56
4,c_incunabula_f109a277_0005,synthetic-google-hashcode,57011,13800,44658,192.19,36783.72,16.29,506.08,27435.03,11.69
5,c_incunabula_f50bcf7e_0006,synthetic-google-hashcode,100000,8398,51040,477.91,20730.71,19.61,484.79,49511.38,16.08
6,c_incunabula_64458249_0007,synthetic-google-hashcode,61304,7666,52733,153.05,29879.09,17.99,623.27,49511.38,8.1
7,c_incunabula_17ac6e28_0008,synthetic-google-hashcode,54206,10000,44239,166.23,37945.54,15.03,518.36,29522.05,6.37
8,c_incunabula_6bde6eb0_0009,synthetic-google-hashcode,44437,10000,42407,311.12,29879.09,10.53,506.08,49511.38,11.69
9,c_incunabula_b8256a80_0010,synthetic-google-hashcode,65677,10508,83184,157.87,31502.27,16.9,311.31,47290.68,10.44
10,c_incunabula_a5854ed7_0011,synthetic-google-hashcode,89058,11980,66226,310.34,25091.27,16.59,506.08,39616.52,13.68
11,c_incunabula_d9685ea8_0012,synthetic-google-hashcode,74896,5845,78283,300.76,24414.36,8.24,223.12,75223.58,18.36
12,c_incunabula_60d6b5b5_0013,synthetic-google-hashcode,84338,10806,64240,230.78,29879.09,12.69,406.01,35596.19,8.45
13,c_incunabula_31643b41_0014,synthetic-google-hashcode,84928,7726,87437,313.1,27192.8,15.03,565.12,67721.06,11.69
14,c_incunabula_8ef44942_0015,synthetic-google-hashcode,58730,8494,73866,300.76,29879.09,15.03,617.42,78038.44,18.52
15,c_incunabula_a80d1a7f_0016,synthetic-google-hashcode,76297,10000,58141,371.78,43975.38,15.03,212.62,49511.38,12.79
16,c_incunabula_9b0a7e9a_0017,synthetic-google-hashcode,73737,7259,95640,221.15,23727.89,13.31,739.41,34917.49,9.2
17,c_incunabula_53553deb_0018,synthetic-google-hashcode,100000,15105,96244,300.76,23504.97,23.87,658.05,49511.38,15.78
18,c_incunabula_3eefa3ac_0019,synthetic-google-hashcode,51237,14116,100000,183.94,44536.62,8.64,506.08,41579.49,11.58
19,c_incunabula_c568add3_0020,synthetic-google-hashcode,97399,10407,61420,188.32,39664.55,21.18,262.21,40837.7,11.69
0,c_incunabula_b3e9d1c8_0001,synthetic-google-hashcode,88602,14794,37177,192.71,40437.65,15.03,506.08,38583.51,19.42
1,c_incunabula_e5fc5fe5_0002,synthetic-google-hashcode,35788,7940,100000,300.76,29879.09,24.32,446.27,49511.38,19.47
2,c_incunabula_55df5716_0003,synthetic-google-hashcode,86517,10000,47656,300.76,41959.52,8.43,506.08,30905.72,11.69
3,c_incunabula_4871c53c_0004,synthetic-google-hashcode,41499,11229,42398,360.96,40202.17,8.64,596.85,19302.06,15.66
4,c_incunabula_a8a71fd5_0005,synthetic-google-hashcode,100000,6490,70255,105.49,29879.09,8.19,396.58,37571.01,14.33
5,c_incunabula_127f62d9_0006,synthetic-google-hashcode,80545,16404,92164,402.16,19508.82,11.66,565.32,49511.38,11.69
6,c_incunabula_a99bbfab_0007,synthetic-google-hashcode,37111,7531,69484,348.26,11756.42,15.03,506.08,23035.92,4.71
7,c_incunabula_3e96e9ea_0008,synthetic-google-hashcode,100000,15215,47751,328.72,19299.59,25.11,506.08,43018.71,18.84
8,c_incunabula_82a824e9_0009,synthetic-google-hashcode,94785,6566,65660,300.76,30046.93,18.84,250.86,52118.17,14.65
9,c_incunabula_a4070e00_0010,synthetic-google-hashcode,41455,3032,100000,496.83,38888.21,11.05,177.01,75281.75,11.69
10,c_incunabula_da3d55ae_0011,synthetic-google-hashcode,43042,10000,76971,332.79,29879.09,15.03,506.08,23238.5,17.02
11,c_incunabula_92f7532e_0012,synthetic-google-hashcode,100000,10225,67818,372.4,23555.7,8.01,849.97,77377.44,11.38
12,c_incunabula_b11968c7_0013,synthetic-google-hashcode,83803,5241,100000,379.46,33105.19,21.65,465.87,36528.45,12.39
13,c_incunabula_d4614743_0014,synthetic-google-hashcode,72247,10000,67110,470.49,40624.71,6.98,506.08,25021.32,11.69
14,c_incunabula_86f2a731_0015,synthetic-google-hashcode,66490,10000,37206,248.26,24758.66,13.16,506.08,49511.38,4.68
15,c_incunabula_0403918f_0016,synthetic-google-hashcode,65998,10000,89089,491.42,21540.89,11.54,399.42,48439.01,10.03
16,c_incunabula_ab0688ed_0017,synthetic-google-hashcode,60245,10000,90257,400.31,29879.09,19.41,506.08,54835.2,11.69
17,c_incunabula_7802e0e2_0018,synthetic-google-hashcode,46026,14746,88809,464.41,22696.79,11.38,325.48,49511.38,15.08
18,c_incunabula_1c87e46e_0019,synthetic-google-hashcode,72634,10000,45076,428.62,29879.09,14.11,560.11,49511.38,11.69
19,c_incunabula_58f3ba6d_0020,synthetic-google-hashcode,90661,16217,48785,241.02,29879.09,23.5,506.08,24884.03,16.61
0,c_incunabula_efcc7d77_0001,synthetic-google-hashcode,39375,17135,100000,300.76,29879.09,4.06,251.9,50169.84,13.14
1,c_incunabula_d1d287c8_0002,synthetic-google-hashcode,25074,10000,48557,457.38,29839.06,15.03,771.39,49511.38,18.1
2,c_incunabula_db3ee9f4_0003,synthetic-google-hashcode,84832,4291,82154,116.85,29879.09,26.83,133.66,28300.9,19.68
3,c_incunabula_85141f29_0004,synthetic-google-hashcode,47119,5856,82857,388.56,15686.33,18.64,610.84,29729.87,11.69
4,c_incunabula_cf2963bf_0005,synthetic-google-hashcode,56462,10000,52744,323.68,33992.21,8.66,313.98,52671.45,3.0
5,c_incunabula_dd5aa5df_0006,synthetic-google-hashcode,30695,3890,40944,300.76,27662.96,15.03,676.79,49511.38,4.65
6,c_incunabula_ab03fb4a_0007,synthetic-google-hashcode,29594,17370,84942,404.2,29879.09,11.58,431.93,67536.55,6.33
7,c_incunabula_40a393a6_0008,synthetic-google-hashcode,38612,10000,64416,300.76,7707.92,20.81,287.59,50213.81,17.71
8,c_incunabula_8f9a276c_0009,synthetic-google-hashcode,70399,10342,100000,76.87,15399.34,9.61,848.2,12992.51,5.8
9,c_incunabula_fccf31f9_0010,synthetic-google-hashcode,88562,16610,91810,224.24,29879.09,19.55,848.69,35119.65,3.52
10,c_incunabula_80f4f7fb_0011,synthetic-google-hashcode,58006,14497,89437,300.76,38425.7,15.03,506.08,49511.38,6.05
11,c_incunabula_aa835989_0012,synthetic-google-hashcode,58359,9248,100000,73.08,48738.22,20.5,692.97,85253.69,12.04
12,c_incunabula_a90aead7_0013,synthetic-google-hashcode,54919,12255,99087,300.76,29879.09,21.29,206.53,72876.92,6.24
13,c_incunabula_32467696_0014,synthetic-google-hashcode,93614,9322,81019,314.92,24239.85,15.03,506.08,49511.38,6.17
14,c_incunabula_14f20604_0015,synthetic-google-hashcode,100000,4486,33984,300.61,35123.86,8.01,758.11,25781.04,7.81
15,c_incunabula_6e4ae4d0_0016,synthetic-google-hashcode,59692,14854,37466,300.76,23562.0,9.25,506.08,49511.38,8.21
16,c_incunabula_06310639_0017,synthetic-google-hashcode,41111,10000,77444,317.48,29879.09,25.99,437.29,25056.29,18.61
17,c_incunabula_2bd49a91_0018,synthetic-google-hashcode,46756,16604,33103,211.33,29879.09,17.31,506.08,79384.27,20.17
18,c_incunabula_26e79df2_0019,synthetic-google-hashcode,97702,10000,100000,493.25,29879.09,22.15,710.48,49511.38,18.32
19,c_incunabula_478e2249_0020,synthetic-google-hashcode,82519,8625,73220,269.18,29879.09,13.61,506.08,61391.1,11.91
0,c_incunabula_bad08d0b_0001,synthetic-google-hashcode,80592,12609,100000,136.44,56171.67,23.44,74.84,55315.15,11.69
1,c_incunabula_38f2e74f_0002,synthetic-google-hashcode,100000,4089,100000,450.57,46214.41,10.26,745.01,89161.27,16.02
2,c_incunabula_2100b296_0003,synthetic-google-hashcode,100000,17834,67382,265.54,29879.09,22.48,129.72,49511.38,13.99
3,c_incunabula_3cb7cbf9_0004,synthetic-google-hashcode,19309,16529,76937,545.97,25846.2,18.58,562.16,15229.71,11.69
4,c_incunabula_b836485e_0005,synthetic-google-hashcode,50744,10000,100000,346.64,37010.2,20.75,506.08,22955.76,10.83
5,c_incunabula_d5c890b9_0006,synthetic-google-hashcode,24894,10000,100000,300.76,29879.09,15.03,801.85,78893.34,1.61
6,c_incunabula_7b48fa9d_0007,synthetic-google-hashcode,69465,18420,93650,300.76,24828.17,25.18,797.18,78532.04,9.92
7,c_incunabula_2877c5a3_0008,synthetic-google-hashcode,88677,13342,58795,75.09,29391.57,12.39,926.49,59138.07,3.37
8,c_incunabula_31b97c4c_0009,synthetic-google-hashcode,10910,12034,82238,462.96,39917.9,2.96,81.29,73161.55,3.45
9,c_incunabula_a3144e09_0010,synthetic-google-hashcode,86674,7945,48051,297.55,29879.09,21.41,780.86,22783.3,3.9
10,c_incunabula_bd97dec5_0011,synthetic-google-hashcode,25969,1660,100000,34.98,29879.09,1.71,506.08,49511.38,11.69
11,c_incunabula_28dab597_0012,synthetic-google-hashcode,100000,10000,44756,74.85,37262.04,15.03,723.32,62329.04,17.22
12,c_incunabula_0e9ed7db_0013,synthetic-google-hashcode,73899,5026,36293,300.76,54774.95,3.0,835.67,70941.84,14.36
13,c_incunabula_e5b7ef6f_0014,synthetic-google-hashcode,53378,10000,84577,300.76,54868.21,9.27,921.59,49511.38,15.25
14,c_incunabula_762c2ba5_0015,synthetic-google-hashcode,82006,9066,23662,287.27,32024.72,11.74,809.82,63020.62,21.35
15,c_incunabula_5fd2dd50_0016,synthetic-google-hashcode,98542,5200,89356,300.76,19852.25,5.92,872.65,62345.91,16.85
16,c_incunabula_860d8543_0017,synthetic-google-hashcode,67177,10000,30666,300.76,29879.09,24.0,511.31,49511.38,15.69
17,c_incunabula_9c9087a9_0018,synthetic-google-hashcode,45934,15458,100000,328.81,29879.09,24.69,775.31,74295.98,7.33
18,c_incunabula_8fede355_0019,synthetic-google-hashcode,100000,6459,79172,544.63,53359.12,11.61,788.57,70454.24,18.96
19,c_incunabula_a12fa054_0020,synthetic-google-hashcode,99200,14341,33967,266.25,10248.11,6.55,506.08,89346.94,16.48
0,d_tough_choices_f3f272ea_0001,synthetic-google-hashcode,76273,28269,29187,63.75,0.0,8.08,2.18,1.0,7.78
1,d_tough_choices_48e22809_0002,synthetic-google-hashcode,84985,32143,32459,68.96,0.0,8.09,1.81,1.08,7.97
2,d_tough_choices_1ab796f9_0003,synthetic-google-hashcode,78600,29766,30001,60.05,0.0,7.59,2.0,1.0,7.97
3,d_tough_choices_5b51b643_0004,synthetic-google-hashcode,72972,31292,30001,68.4,0.0,6.87,1.85,1.08,7.53
4,d_tough_choices_1ddd5f31_0005,synthetic-google-hashcode,72341,30295,28857,59.59,0.0,7.69,2.0,1.03,7.58
5,d_tough_choices_5a736d8b_0006,synthetic-google-hashcode,84621,27729,30309,68.9,0.0,7.9,1.82,1.07,7.41
6,d_tough_choices_f7b133db_0007,synthetic-google-hashcode,70985,31215,31546,63.28,0.0,7.35,1.87,1.0,7.2
7,d_tough_choices_61835b35_0008,synthetic-google-hashcode,76188,28850,28287,67.53,0.0,7.85,2.15,1.08,7.63
8,d_tough_choices_7960bd52_0009,synthetic-google-hashcode,71112,30000,27982,68.73,0.0,6.64,2.0,1.03,7.24
9,d_tough_choices_ca32e3b3_0010,synthetic-google-hashcode,86321,30000,28379,70.02,0.0,8.04,1.88,1.03,7.36
10,d_tough_choices_30f44c99_0011,synthetic-google-hashcode,79362,30648,28981,70.41,0.0,7.65,1.9,1.09,7.76
11,d_tough_choices_742c3ad4_0012,synthetic-google-hashcode,79539,31663,30313,65.0,0.0,6.8,1.91,1.04,7.36
12,d_tough_choices_bfb1413d_0013,synthetic-google-hashcode,81275,30000,31588,67.47,0.0,7.36,2.1,1.05,6.75
13,d_tough_choices_4bc17316_0014,synthetic-google-hashcode,78600,28291,31305,71.39,0.0,7.12,2.03,1.04,7.12
14,d_tough_choices_00ec2eaf_0015,synthetic-google-hashcode,76745,28631,31167,62.88,0.0,8.04,1.92,1.0,8.07
15,d_tough_choices_4ca2f1fb_0016,synthetic-google-hashcode,77548,30000,30001,61.48,0.0,7.52,1.86,1.0,8.05
16,d_tough_choices_69e5e974_0017,synthetic-google-hashcode,74165,30402,30001,70.71,0.0,7.37,2.0,1.03,7.13
17,d_tough_choices_536f39e9_0018,synthetic-google-hashcode,73263,31291,29114,67.45,0.0,7.73,2.1,1.01,7.35
18,d_tough_choices_11cb7a14_0019,synthetic-google-hashcode,75983,32715,32781,71.3,0.0,7.58,1.97,1.07,7.78
19,d_tough_choices_e37c488e_0020,synthetic-google-hashcode,83867,31721,30007,59.81,0.0,7.94,1.99,1.09,7.36
0,d_tough_choices_1a50e9da_0001,synthetic-google-hashcode,24277,40977,15249,50.02,0.0,3.94,3.25,1.8,6.73
1,d_tough_choices_68c7cfe3_0002,synthetic-google-hashcode,10135,22191,30001,65.0,0.0,7.36,1.04,1.57,7.36
2,d_tough_choices_941483c3_0003,synthetic-google-hashcode,71813,30000,38743,65.0,0.0,7.34,2.4,1.42,7.25
3,d_tough_choices_ffd7f9f1_0004,synthetic-google-hashcode,99013,31798,3735,94.34,0.0,9.22,2.28,1.01,7.36
4,d_tough_choices_277699cf_0005,synthetic-google-hashcode,73556,17349,3129,54.53,0.0,13.23,3.77,1.21,0.33
5,d_tough_choices_521cc9c6_0006,synthetic-google-hashcode,61180,30000,45826,122.81,0.0,1.4,2.31,1.49,7.36
6,d_tough_choices_71c99ec2_0007,synthetic-google-hashcode,38016,46629,1467,61.57,0.0,4.17,2.0,1.72,12.76
7,d_tough_choices_4983c97c_0008,synthetic-google-hashcode,45775,22134,30001,59.53,0.0,6.81,1.1,1.08,5.67
8,d_tough_choices_c5e158ef_0009,synthetic-google-hashcode,52795,30000,30001,0.49,0.0,9.51,2.0,1.26,9.18
9,d_tough_choices_02a84170_0010,synthetic-google-hashcode,78600,50349,48757,48.18,0.0,7.36,2.0,1.58,6.29
10,d_tough_choices_41209ef6_0011,synthetic-google-hashcode,97679,59713,11711,65.0,0.0,10.26,2.03,1.29,0.94
11,d_tough_choices_dcf54ad6_0012,synthetic-google-hashcode,9157,32936,58003,65.0,0.0,9.08,2.0,1.23,5.08
12,d_tough_choices_af416215_0013,synthetic-google-hashcode,20106,45667,6231,118.62,0.0,11.14,3.45,1.71,0.23
13,d_tough_choices_cf2fd875_0014,synthetic-google-hashcode,78600,30000,34779,101.29,0.0,2.67,1.29,1.4,7.36
14,d_tough_choices_6bbdfd76_0015,synthetic-google-hashcode,78600,17536,766,75.05,0.0,11.26,1.33,1.51,10.43
